"year","amount_of_events","airportcode"
"2016","504","MFR"
"2016","504","ATW"
"2016","503","ALW"
"2016","503","LGA"
"2016","503","MWA"
"2016","503","LEE"
"2016","502","EWR"
"2016","502","JEF"
"2016","502","MCE"
"2016","501","DTO"
"2016","501","W43"
"2016","501","MLC"
"2016","500","AKH"
"2016","500","CHA"
"2016","500","NAK"
"2016","500","7R3"
"2016","499","HWV"
"2016","498","PCM"
"2016","498","LWD"
"2016","498","TPF"
"2016","497","LNK"
"2016","497","FSW"
"2016","497","AIB"
"2016","497","BVR"
"2016","497","IOW"
"2016","497","OTM"
"2016","496","GCC"
"2016","496","FZG"
"2016","496","CEU"
"2016","496","AEJ"
"2016","496","PVW"
"2016","495","T65"
"2016","495","TPL"
"2016","495","3A1"
"2016","495","RKP"
"2016","494","TPA"
"2016","494","ECU"
"2016","494","DZB"
"2016","493","APC"
"2016","493","IWD"
"2016","493","RWL"
"2016","492","FNB"
"2016","492","CNK"
"2016","492","CSG"
"2016","492","XNA"
"2016","492","AUO"
"2016","491","MKT"
"2016","491","77M"
"2016","491","SMX"
"2016","491","WDR"
"2016","490","MUT"
"2016","489","ZPH"
"2016","488","HEI"
"2016","488","HPN"
"2016","488","RBD"
"2016","486","RCM"
"2016","486","OPN"
"2016","485","CNI"
"2016","484","TKI"
"2016","484","JLN"
"2016","484","MWC"
"2016","484","EHO"
"2016","484","OGA"
"2016","483","CFV"
"2016","482","HRL"
"2016","482","BIJ"
"2016","482","JFX"
"2016","481","PIR"
"2016","481","BDN"
"2016","480","GKY"
"2016","480","5M9"
"2016","480","ALS"
"2016","480","FHR"
"2016","479","FFC"
"2016","479","MNM"
"2016","479","MAI"
"2016","477","GRD"
"2016","477","EQY"
"2016","476","IEN"
"2016","475","LQK"
"2016","475","ELN"
"2016","474","9V9"
"2016","474","CTJ"
"2016","474","3J7"
"2016","474","JAX"
"2016","473","JWY"
"2016","473","ACT"
"2016","473","IDA"
"2016","473","GSP"
"2016","472","RSL"
"2016","472","IZA"
"2016","472","DUA"
"2016","470","HVR"
"2016","470","STK"
"2016","470","VPC"
"2016","469","FTW"
"2016","469","TUP"
"2016","468","JVL"
"2016","467","SOP"
"2016","467","MKN"
"2016","467","GGG"
"2016","467","DYB"
"2016","467","MLF"
"2016","466","ILE"
"2016","466","MKC"
"2016","466","DMO"
"2016","466","RTS"
"2016","466","GNT"
"2016","466","BHM"
"2016","465","LAM"
"2016","465","LVS"
"2016","464","NQI"
"2016","464","AAT"
"2016","464","LGC"
"2016","464","FTY"
"2016","463","F05"
"2016","463","MHT"
"2016","463","LXT"
"2016","463","HDO"
"2016","463","UES"
"2016","463","RIW"
"2016","462","TVI"
"2016","462","IKA"
"2016","462","SHR"
"2016","461","NHK"
"2016","461","GCN"
"2016","461","OUN"
"2016","460","GYY"
"2016","460","SBO"
"2016","460","DYL"
"2016","459","MHE"
"2016","459","WVI"
"2016","459","TAD"
"2016","458","OTG"
"2016","458","AIK"
"2016","458","DAL"
"2016","457","ANE"
"2016","457","ISM"
"2016","456","VNC"
"2016","455","LWS"
"2016","455","CIU"
"2016","455","JWG"
"2016","455","MHK"
"2016","455","PDT"
"2016","455","VDI"
"2016","455","CTD"
"2016","455","MWL"
"2016","455","SDY"
"2016","454","TNU"
"2016","454","PIH"
"2016","454","AWG"
"2016","454","PAN"
"2016","453","BBW"
"2016","453","FSK"
"2016","452","BLM"
"2016","452","MSL"
"2016","452","ESC"
"2016","451","TBR"
"2016","451","SKL"
"2016","450","JRB"
"2016","450","ALN"
"2016","450","FMM"
"2016","450","COS"
"2016","450","FRG"
"2016","449","DBN"
"2016","449","MOD"
"2016","449","SLI"
"2016","449","BKN"
"2016","449","RBO"
"2016","448","HUT"
"2016","447","GCM"
"2016","447","ACJ"
"2016","446","CMS"
"2016","446","GWW"
"2016","445","CRV"
"2016","445","BBG"
"2016","444","ITR"
"2016","444","PUM"
"2016","443","BZN"
"2016","443","BFF"
"2016","443","CKF"
"2016","443","AND"
"2016","443","FDW"
"2016","443","JFK"
"2016","442","RVS"
"2016","442","HKA"
"2016","442","AKO"
"2016","442","ICT"
"2016","442","NGP"
"2016","442","DMA"
"2016","441","ECS"
"2016","441","TYR"
"2016","441","DHT"
"2016","441","MKO"
"2016","441","ISO"
"2016","441","SIY"
"2016","441","ROS"
"2016","441","PIN"
"2016","440","UDG"
"2016","440","NRB"
"2016","440","APY"
"2016","440","VIS"
"2016","440","FLY"
"2016","439","RUE"
"2016","439","GPH"
"2016","439","SOA"
"2016","438","BFU"
"2016","438","87Q"
"2016","438","DHS"
"2016","438","ATL"
"2016","438","TUL"
"2016","437","COM"
"2016","437","COT"
"2016","437","LBF"
"2016","437","EUL"
"2016","436","PDK"
"2016","436","DVO"
"2016","435","FLP"
"2016","435","LEW"
"2016","435","MFE"
"2016","434","OKK"
"2016","434","DNN"
"2016","433","RPH"
"2016","433","ANB"
"2016","433","DDC"
"2016","432","GRI"
"2016","432","RUT"
"2016","432","NIP"
"2016","432","HBR"
"2016","431","LMT"
"2016","431","CUH"
"2016","431","AXO"
"2016","430","AAO"
"2016","430","MMH"
"2016","430","CWC"
"2016","430","NOG"
"2016","430","DFW"
"2016","430","SAC"
"2016","429","GEY"
"2016","429","BIL"
"2016","429","AQO"
"2016","429","SAT"
"2016","428","GMU"
"2016","428","MRY"
"2016","427","ADH"
"2016","427","DQH"
"2016","426","VEL"
"2016","426","MAE"
"2016","426","EKO"
"2016","426","PWG"
"2016","426","OKB"
"2016","425","TVK"
"2016","425","HON"
"2016","425","0E0"
"2016","425","RNV"
"2016","425","OZA"
"2016","424","AIA"
"2016","424","AFW"
"2016","424","HVN"
"2016","424","SNL"
"2016","423","SVC"
"2016","423","CAV"
"2016","423","MLS"
"2016","423","5T6"
"2016","423","EPZ"
"2016","423","AZC"
"2016","422","MDD"
"2016","421","BVO"
"2016","420","ELY"
"2016","420","HSI"
"2016","420","JCT"
"2016","418","IDP"
"2016","418","FRM"
"2016","418","M46"
"2016","418","CQB"
"2016","417","E16"
"2016","417","MYV"
"2016","417","MLJ"
"2016","416","SCK"
"2016","416","IIY"
"2016","416","NRS"
"2016","416","27A"
"2016","416","WLD"
"2016","414","OJA"
"2016","414","SLG"
"2016","413","HMN"
"2016","413","OVE"
"2016","413","CDR"
"2016","413","4CR"
"2016","412","9BB"
"2016","412","AWH"
"2016","412","9A4"
"2016","411","SLN"
"2016","411","MCK"
"2016","411","ATS"
"2016","410","GTF"
"2016","410","LIC"
"2016","410","AZE"
"2016","410","VVG"
"2016","410","1J0"
"2016","409","CQC"
"2016","409","SJT"
"2016","408","EIK"
"2016","408","HLC"
"2016","408","MJX"
"2016","407","RTN"
"2016","407","RIL"
"2016","407","BNO"
"2016","406","SNY"
"2016","406","LLJ"
"2016","406","SFM"
"2016","406","JAC"
"2016","406","HHF"
"2016","406","AIZ"
"2016","406","PEQ"
"2016","406","CEZ"
"2016","405","CDS"
"2016","405","CLT"
"2016","405","OKZ"
"2016","405","1V6"
"2016","404","VTN"
"2016","404","MGR"
"2016","402","SUE"
"2016","402","BFL"
"2016","401","MTR"
"2016","401","CTB"
"2016","401","CMR"
"2016","401","MUO"
"2016","401","PPA"
"2016","400","SDM"
"2016","400","DLN"
"2016","400","SPS"
"2016","400","FSM"
"2016","399","BRO"
"2016","399","DZJ"
"2016","398","VCB"
"2016","398","BAN"
"2016","398","GLD"
"2016","398","MPZ"
"2016","398","CSM"
"2016","396","BIF"
"2016","396","HMS"
"2016","395","DRT"
"2016","395","FDR"
"2016","395","CCO"
"2016","394","PIB"
"2016","394","IML"
"2016","394","ONO"
"2016","393","VQQ"
"2016","390","82V"
"2016","389","GUP"
"2016","389","MYF"
"2016","388","JES"
"2016","387","LUD"
"2016","386","IDI"
"2016","385","VBT"
"2016","384","ABI"
"2016","384","YKM"
"2016","383","TOC"
"2016","382","CCR"
"2016","380","MCN"
"2016","379","MUL"
"2016","378","HOE"
"2016","377","TMA"
"2016","377","PHP"
"2016","377","HHR"
"2016","377","HEQ"
"2016","377","NLC"
"2016","375","E11"
"2016","374","EPH"
"2016","374","MAF"
"2016","374","DEN"
"2016","373","0A9"
"2016","373","FAT"
"2016","373","SNS"
"2016","373","BNL"
"2016","372","CBK"
"2016","372","JER"
"2016","372","HWD"
"2016","371","NFW"
"2016","371","RWV"
"2016","371","BID"
"2016","370","TVF"
"2016","370","SYF"
"2016","369","HEY"
"2016","369","HLN"
"2016","369","RBL"
"2016","369","SWO"
"2016","367","ONT"
"2016","366","DLS"
"2016","364","GOK"
"2016","364","FFL"
"2016","364","BGE"
"2016","361","MTJ"
"2016","360","RIM"
"2016","360","NEL"
"2016","359","H21"
"2016","359","HRI"
"2016","359","WDG"
"2016","359","HXD"
"2016","358","GJT"
"2016","357","DGW"
"2016","357","PVU"
"2016","357","HHW"
"2016","356","PWA"
"2016","355","SMF"
"2016","355","T62"
"2016","355","GUC"
"2016","354","CDN"
"2016","354","LCI"
"2016","353","MTN"
"2016","353","GCK"
"2016","352","SBP"
"2016","352","LKR"
"2016","351","ALM"
"2016","349","STF"
"2016","349","CLK"
"2016","349","EWK"
"2016","348","ONM"
"2016","348","PRC"
"2016","348","CWF"
"2016","347","WWR"
"2016","347","MRC"
"2016","347","L35"
"2016","345","CDC"
"2016","345","BKF"
"2016","344","JQF"
"2016","344","ODO"
"2016","344","TWF"
"2016","343","GAG"
"2016","342","LAX"
"2016","341","AMA"
"2016","341","E80"
"2016","341","PNC"
"2016","340","IKV"
"2016","340","OCH"
"2016","338","SAF"
"2016","337","LBB"
"2016","337","COE"
"2016","337","GUN"
"2016","336","CAO"
"2016","334","SRE"
"2016","334","GNC"
"2016","334","LAL"
"2016","333","PUB"
"2016","333","RZR"
"2016","332","2D5"
"2016","331","BOI"
"2016","331","CQT"
"2016","328","PTV"
"2016","328","OKC"
"2016","328","PRZ"
"2016","326","LUF"
"2016","325","OLS"
"2016","324","APA"
"2016","322","BJC"
"2016","322","PUC"
"2016","322","HOB"
"2016","321","NZY"
"2016","321","P08"
"2016","321","COD"
"2016","320","LVK"
"2016","320","SAD"
"2016","319","YKN"
"2016","317","DRC"
"2016","317","SIB"
"2016","315","MWH"
"2016","314","CRQ"
"2016","314","CMA"
"2016","314","CHK"
"2016","313","DUX"
"2016","313","LRD"
"2016","311","RDM"
"2016","311","MAN"
"2016","310","LSV"
"2016","310","OAK"
"2016","308","LAW"
"2016","307","RQE"
"2016","305","TOR"
"2016","305","GYH"
"2016","304","FMN"
"2016","303","4MR"
"2016","303","FUL"
"2016","303","WMC"
"2016","302","LRU"
"2016","302","CVS"
"2016","301","LGB"
"2016","301","OXR"
"2016","300","MVN"
"2016","300","GDV"
"2016","300","BUO"
"2016","300","PSC"
"2016","300","ADS"
"2016","299","INS"
"2016","298","BRX"
"2016","298","SFZ"
"2016","297","GUY"
"2016","296","TQH"
"2016","296","MEZ"
"2016","296","WWD"
"2016","295","SUN"
"2016","293","PRB"
"2016","292","RAL"
"2016","291","SBA"
"2016","291","BGD"
"2016","290","B23"
"2016","289","MER"
"2016","289","BUR"
"2016","288","SFO"
"2016","288","3A6"
"2016","287","PRS"
"2016","287","RJD"
"2016","285","LOL"
"2016","283","GXF"
"2016","283","WRL"
"2016","282","OXC"
"2016","281","GZL"
"2016","280","IGM"
"2016","279","FST"
"2016","279","CNM"
"2016","277","GTR"
"2016","275","NKX"
"2016","274","ALK"
"2016","274","LPC"
"2016","274","BPC"
"2016","272","RIV"
"2016","272","SGT"
"2016","271","GXY"
"2016","271","DYR"
"2016","270","SMO"
"2016","268","BCT"
"2016","268","SJC"
"2016","267","SQL"
"2016","267","VNY"
"2016","266","SWW"
"2016","265","DUG"
"2016","265","GBD"
"2016","265","LHX"
"2016","265","BVX"
"2016","264","CTY"
"2016","262","JPD"
"2016","261","9MN"
"2016","260","ESN"
"2016","258","JYL"
"2016","255","ROW"
"2016","253","4SL"
"2016","253","EHR"
"2016","253","CNY"
"2016","251","2V5"
"2016","251","5H4"
"2016","251","CHJ"
"2016","250","ABQ"
"2016","249","NJK"
"2016","248","AJO"
"2016","248","OGS"
"2016","244","SNA"
"2016","243","MHV"
"2016","243","VKS"
"2016","243","TCC"
"2016","243","TUS"
"2016","243","HEZ"
"2016","243","LAA"
"2016","242","INW"
"2016","242","CXP"
"2016","242","M25"
"2016","241","RNO"
"2016","238","PRX"
"2016","237","ARG"
"2016","237","IFP"
"2016","237","E38"
"2016","236","HYI"
"2016","235","AQR"
"2016","233","DMN"
"2016","233","1R7"
"2016","232","EFD"
"2016","231","PGA"
"2016","231","EKM"
"2016","231","CGF"
"2016","229","APG"
"2016","228","GXA"
"2016","228","DED"
"2016","227","VCV"
"2016","226","BAK"
"2016","226","HYS"
"2016","226","SWF"
"2016","225","U28"
"2016","225","BPG"
"2016","225","AEG"
"2016","225","SJN"
"2016","223","GTU"
"2016","223","PVG"
"2016","223","FTN"
"2016","222","MYR"
"2016","221","FCI"
"2016","219","SAN"
"2016","215","RQO"
"2016","212","BTP"
"2016","210","INK"
"2016","209","HSA"
"2016","209","DUC"
"2016","206","EAR"
"2016","206","NUQ"
"2016","206","LZK"
"2016","204","FHB"
"2016","203","TCS"
"2016","198","SKX"
"2016","197","OLU"
"2016","196","AFJ"
"2016","194","EGE"
"2016","193","TPH"
"2016","187","1II"
"2016","185","FNL"
"2016","181","AVC"
"2016","181","HVS"
"2016","179","SDL"
"2016","179","DVT"
"2016","177","ELP"
"2016","173","MRF"
"2016","170","BVU"
"2016","168","TBX"
"2016","168","FOD"
"2016","166","CKM"
"2016","166","OCQ"
"2016","166","EDU"
"2016","165","BVI"
"2016","161","NFL"
"2016","161","NXP"
"2016","160","EDW"
"2016","158","OQU"
"2016","158","CGZ"
"2016","155","OCF"
"2016","153","9L2"
"2016","153","HZX"
"2016","152","PMD"
"2016","152","BLH"
"2016","151","HQZ"
"2016","151","SMN"
"2016","150","HND"
"2016","150","ABH"
"2016","149","IPL"
"2016","147","TRM"
"2016","146","HEF"
"2016","146","BYS"
"2016","144","CIC"
"2016","144","SCH"
"2016","143","POC"
"2016","140","WJF"
"2016","140","FKL"
"2016","139","6A2"
"2016","138","EMT"
"2016","135","NQA"
"2016","135","EVB"
"2016","133","DAG"
"2016","133","IWA"
"2016","131","EED"
"2016","130","DPG"
"2016","130","TOA"
"2016","129","LSB"
"2016","128","CVN"
"2016","126","FTG"
"2016","124","PHX"
"2016","124","LBL"
"2016","123","LZU"
"2016","123","JHW"
"2016","119","TIX"
"2016","117","ASG"
"2016","117","U42"
"2016","116","NYL"
"2016","114","OMN"
"2016","109","RYY"
"2016","108","NID"
"2016","108","CNW"
"2016","108","DRA"
"2016","107","PAO"
"2016","106","WHP"
"2016","105","IYK"
"2016","105","XFL"
"2016","105","PWT"
"2016","102","GPM"
"2016","101","HDN"
"2016","99","MHR"
"2016","96","9A1"
"2016","96","FWD"
"2016","95","42J"
"2016","95","LAS"
"2016","92","O69"
"2016","91","OTH"
"2016","91","OLV"
"2016","91","BIH"
"2016","90","PSP"
"2016","89","WBC"
"2016","89","SGU"
"2016","88","GEU"
"2016","85","GAI"
"2016","85","MCJ"
"2016","85","BYH"
"2016","83","I35"
"2016","81","4O4"
"2016","78","RHV"
"2016","76","12N"
"2016","75","CEY"
"2016","72","AWO"
"2016","69","AID"
"2016","67","VGT"
"2016","67","LBR"
"2016","66","JGG"
"2016","65","2WX"
"2016","64","Y51"
"2016","63","2J9"
"2016","63","ASL"
"2016","62","ENV"
"2016","60","MQE"
"2016","59","GOO"
"2016","58","2W6"
"2016","57","MMI"
"2016","57","GYR"
"2016","56","NBT"
"2016","55","FYJ"
"2016","55","MSV"
"2016","54","19A"
"2016","53","OSA"
"2016","50","PVB"
"2016","48","PVF"
"2016","48","AUN"
"2016","48","N60"
"2016","48","CHD"
"2016","46","5C1"
"2016","45","CDJ"
"2016","43","8S0"
"2016","43","MRT"
"2016","43","C29"
"2016","40","MTP"
"2016","39","BBD"
"2016","39","RYN"
"2016","39","NKA"
"2016","35","GNA"
"2016","35","P28"
"2016","34","DMH"
"2016","34","LKV"
"2016","34","PYX"
"2016","33","FOT"
"2016","33","O87"
"2016","33","P68"
"2016","32","JDN"
"2016","32","O22"
"2016","31","CKC"
"2016","31","BWP"
"2016","31","1V4"
"2016","31","EDJ"
"2016","30","8D3"
"2016","30","LOM"
"2016","30","P60"
"2016","29","GNR"
"2016","29","UKT"
"2016","28","LGD"
"2016","28","GWR"
"2016","27","FFZ"
"2016","27","P67"
"2016","26","CVO"
"2016","26","P58"
"2016","25","D07"
"2016","24","P53"
"2016","24","P59"
"2016","24","WEY"
"2016","23","O86"
"2016","23","SEP"
"2016","20","SNT"
"2016","20","SPD"
"2016","19","BKS"
"2016","19","CBE"
"2016","18","6R6"
"2016","18","P69"
"2016","18","OXI"
"2016","18","U31"
"2016","16","AWN"
"2016","16","3MW"
"2016","16","VDW"
"2016","16","SBS"
"2016","16","33V"
"2016","15","GIC"
"2016","15","P38"
"2016","15","F70"
"2016","14","4BL"
"2016","14","U24"
"2016","13","CVH"
"2016","13","LHM"
"2016","13","FME"
"2016","12","BXK"
"2016","12","GBN"
"2016","12","BDG"
"2016","10","O54"
"2016","9","CZZ"
"2016","8","ANK"
"2016","8","REO"
"2016","8","SPL"
"2016","7","CQV"
"2016","5","BMC"
"2016","5","HQU"
"2016","5","4HV"
"2016","5","MQJ"
"2016","5","CGS"
"2016","4","CGE"
"2016","1","UCY"
"2016","1","I39"
"2016","1","THA"
"2016","1","ANQ"
"2017","2690","EHY"
"2017","2649","HYW"
"2017","2561","JXI"
"2017","2555","3TH"
"2017","2499","SMP"
"2017","2432","MLP"
"2017","2281","0CO"
"2017","2153","JRB"
"2017","1841","ARW"
"2017","1771","JNW"
"2017","1765","MZZ"
"2017","1680","GTB"
"2017","1668","ONP"
"2017","1635","TCM"
"2017","1543","BOK"
"2017","1538","UIL"
"2017","1514","MYP"
"2017","1485","LSF"
"2017","1464","CCU"
"2017","1426","CPK"
"2017","1412","BKD"
"2017","1408","GRF"
"2017","1407","HAF"
"2017","1393","S47"
"2017","1355","DUJ"
"2017","1340","SLK"
"2017","1318","BAC"
"2017","1313","HQM"
"2017","1306","ERY"
"2017","1292","CDA"
"2017","1275","SHN"
"2017","1255","MUI"
"2017","1252","MXF"
"2017","1252","ISQ"
"2017","1237","SKA"
"2017","1236","6R3"
"2017","1234","ELZ"
"2017","1230","CAR"
"2017","1230","GOV"
"2017","1229","AST"
"2017","1228","MYL"
"2017","1225","EVM"
"2017","1220","RDR"
"2017","1218","M16"
"2017","1213","D25"
"2017","1213","2DP"
"2017","1201","INF"
"2017","1198","BFD"
"2017","1192","GLR"
"2017","1191","WRI"
"2017","1186","CMX"
"2017","1184","TNB"
"2017","1177","FTK"
"2017","1169","TWM"
"2017","1165","1P1"
"2017","1165","POE"
"2017","1161","HOP"
"2017","1156","JST"
"2017","1156","CEC"
"2017","1155","ASJ"
"2017","1153","ERI"
"2017","1152","HST"
"2017","1150","DNK"
"2017","1147","TDO"
"2017","1147","JAS"
"2017","1144","HSP"
"2017","1141","ANJ"
"2017","1140","PLU"
"2017","1138","DRI"
"2017","1136","CLS"
"2017","1125","SVN"
"2017","1125","CAD"
"2017","1120","VOK"
"2017","1117","FVE"
"2017","1117","LNL"
"2017","1112","FZY"
"2017","1111","FPK"
"2017","1108","ACV"
"2017","1104","MPV"
"2017","1101","ART"
"2017","1100","BIX"
"2017","1099","GUS"
"2017","1098","HEY"
"2017","1097","TKV"
"2017","1096","JFZ"
"2017","1091","3I2"
"2017","1088","M40"
"2017","1084","MTC"
"2017","1075","MEH"
"2017","1074","BML"
"2017","1070","EKN"
"2017","1069","DZJ"
"2017","1068","ARV"
"2017","1067","CBM"
"2017","1065","LDM"
"2017","1064","CCA"
"2017","1063","JKA"
"2017","1060","TDR"
"2017","1059","LOR"
"2017","1057","EGV"
"2017","1056","TVL"
"2017","1056","HRT"
"2017","1051","OZR"
"2017","1050","LWB"
"2017","1047","48I"
"2017","1044","BGM"
"2017","1043","PSO"
"2017","1042","PQL"
"2017","1041","NFJ"
"2017","1040","WYS"
"2017","1040","PLN"
"2017","1038","TMK"
"2017","1033","XVW"
"2017","1032","GEV"
"2017","1029","ADW"
"2017","1028","K22"
"2017","1027","CVX"
"2017","1026","VAD"
"2017","1026","DOV"
"2017","1024","ELO"
"2017","1023","MVL"
"2017","1022","EFK"
"2017","1022","Y63"
"2017","1021","GAO"
"2017","1019","DRM"
"2017","1018","FOZ"
"2017","1014","40J"
"2017","1011","MCD"
"2017","1011","MWN"
"2017","1010","DCM"
"2017","1009","PAM"
"2017","1008","HTL"
"2017","1005","MDZ"
"2017","1001","RHI"
"2017","1001","LXV"
"2017","999","IWD"
"2017","999","SJX"
"2017","997","BCK"
"2017","993","MKJ"
"2017","992","PBH"
"2017","990","IYA"
"2017","990","1A6"
"2017","987","VSF"
"2017","985","LFI"
"2017","984","SLH"
"2017","983","N03"
"2017","983","MOP"
"2017","982","MKS"
"2017","982","RHP"
"2017","980","CWN"
"2017","979","RPD"
"2017","973","D60"
"2017","973","MOB"
"2017","972","MGN"
"2017","967","HDC"
"2017","965","JKL"
"2017","965","APN"
"2017","965","FBG"
"2017","964","LHW"
"2017","963","POV"
"2017","962","CKB"
"2017","961","GFL"
"2017","961","ACB"
"2017","960","BEH"
"2017","958","LNP"
"2017","957","CEF"
"2017","957","MWO"
"2017","956","LXL"
"2017","955","JFX"
"2017","954","ORG"
"2017","954","HMZ"
"2017","953","4I3"
"2017","952","PQI"
"2017","952","DYA"
