"year","amount_of_events","airportcode"
"2022","678","DKK"
"2022","678","SRC"
"2022","678","LEX"
"2022","678","AEL"
"2022","678","LCH"
"2022","678","7R5"
"2022","677","HYX"
"2022","676","GDB"
"2022","676","DVP"
"2022","676","OSU"
"2022","675","MUO"
"2022","675","SBY"
"2022","674","HAO"
"2022","674","DRI"
"2022","674","GSP"
"2022","673","BDH"
"2022","673","AQW"
"2022","673","LOU"
"2022","673","HWV"
"2022","672","MDH"
"2022","672","WVL"
"2022","672","FFT"
"2022","672","AEX"
"2022","672","20V"
"2022","671","AUM"
"2022","671","SQI"
"2022","671","DAY"
"2022","671","RNT"
"2022","670","PGV"
"2022","670","RGK"
"2022","670","SGT"
"2022","669","DEH"
"2022","669","POU"
"2022","669","JYG"
"2022","668","EZF"
"2022","668","DET"
"2022","668","RUT"
"2022","667","GEG"
"2022","667","D39"
"2022","667","SPA"
"2022","667","RYV"
"2022","667","BID"
"2022","667","UGN"
"2022","666","IIY"
"2022","666","IPJ"
"2022","666","27A"
"2022","666","CRW"
"2022","666","ACY"
"2022","665","4A6"
"2022","665","FEP"
"2022","665","ONA"
"2022","665","4A9"
"2022","665","SKF"
"2022","665","MGY"
"2022","665","PNS"
"2022","665","HCD"
"2022","664","GAD"
"2022","664","4M9"
"2022","664","M16"
"2022","662","TCL"
"2022","662","GRB"
"2022","661","3LF"
"2022","661","PRG"
"2022","661","IKV"
"2022","660","LNS"
"2022","660","SZT"
"2022","659","LUM"
"2022","659","XSA"
"2022","659","RZL"
"2022","657","GFK"
"2022","657","MOB"
"2022","656","HZE"
"2022","656","MWT"
"2022","656","DVL"
"2022","656","GBG"
"2022","655","VSH"
"2022","655","EET"
"2022","655","FXY"
"2022","655","M19"
"2022","655","NEW"
"2022","655","FDY"
"2022","655","HBG"
"2022","654","ARA"
"2022","654","D57"
"2022","654","79J"
"2022","654","RST"
"2022","654","Y19"
"2022","654","SET"
"2022","653","RIM"
"2022","653","SPI"
"2022","653","STF"
"2022","653","CLM"
"2022","653","JAC"
"2022","651","IYA"
"2022","651","GRK"
"2022","649","DYB"
"2022","649","BGE"
"2022","649","SGJ"
"2022","649","DUH"
"2022","648","EAT"
"2022","648","LGC"
"2022","648","PSN"
"2022","648","FYV"
"2022","646","BVX"
"2022","646","BKL"
"2022","646","NBJ"
"2022","646","AFP"
"2022","646","JKA"
"2022","646","PNM"
"2022","646","ALO"
"2022","646","CEU"
"2022","645","LVM"
"2022","645","MWM"
"2022","645","VES"
"2022","644","LKR"
"2022","644","LKV"
"2022","643","MZH"
"2022","642","MMI"
"2022","642","ABE"
"2022","642","VLD"
"2022","642","TYS"
"2022","641","HIF"
"2022","641","VAY"
"2022","638","AJG"
"2022","637","5SM"
"2022","637","LRO"
"2022","637","AXX"
"2022","637","MRB"
"2022","637","ASH"
"2022","636","AIK"
"2022","636","WAL"
"2022","636","HFD"
"2022","636","MDT"
"2022","636","GRD"
"2022","636","NUI"
"2022","635","RUG"
"2022","635","CHA"
"2022","635","D55"
"2022","635","OAJ"
"2022","635","RZR"
"2022","635","ILG"
"2022","635","9D7"
"2022","634","PEA"
"2022","634","VQQ"
"2022","634","08D"
"2022","634","D60"
"2022","633","STE"
"2022","633","BFM"
"2022","632","MBS"
"2022","632","MKE"
"2022","632","PWM"
"2022","631","SDF"
"2022","631","LCI"
"2022","630","CPC"
"2022","630","BWI"
"2022","630","TMB"
"2022","629","RSN"
"2022","629","UNO"
"2022","628","HYW"
"2022","628","OKH"
"2022","628","FWB"
"2022","628","SGS"
"2022","628","NUW"
"2022","628","JAN"
"2022","628","ADG"
"2022","627","PCW"
"2022","627","VDF"
"2022","627","EXX"
"2022","627","SMP"
"2022","627","ELN"
"2022","627","TPF"
"2022","627","TDZ"
"2022","627","DED"
"2022","626","CUL"
"2022","626","FKN"
"2022","626","FLP"
"2022","626","CRE"
"2022","625","OXV"
"2022","625","MPZ"
"2022","624","OSH"
"2022","624","GGE"
"2022","623","GNV"
"2022","623","42J"
"2022","622","FAM"
"2022","622","VUJ"
"2022","622","ONX"
"2022","621","TZR"
"2022","621","OPL"
"2022","620","GMU"
"2022","620","VTI"
"2022","619","SPW"
"2022","619","AMG"
"2022","619","JZI"
"2022","619","CGI"
"2022","619","IDI"
"2022","619","IER"
"2022","618","CGF"
"2022","618","SZL"
"2022","618","LGD"
"2022","618","ALX"
"2022","618","SLB"
"2022","617","ECP"
"2022","617","VIH"
"2022","616","RAC"
"2022","616","4BM"
"2022","616","CPR"
"2022","616","DVN"
"2022","616","TMH"
"2022","616","PAT"
"2022","615","GPI"
"2022","615","XNA"
"2022","615","RFD"
"2022","614","DNS"
"2022","614","PBG"
"2022","614","CXO"
"2022","613","ACP"
"2022","613","SIF"
"2022","613","RKD"
"2022","613","M89"
"2022","613","BYY"
"2022","613","HOT"
"2022","613","9A4"
"2022","613","MSL"
"2022","612","GLH"
"2022","612","OXC"
"2022","611","FFC"
"2022","611","BWG"
"2022","610","PUJ"
"2022","610","CTJ"
"2022","610","FKA"
"2022","610","RWI"
"2022","610","HFF"
"2022","609","MVE"
"2022","609","3T5"
"2022","609","CRG"
"2022","608","RMG"
"2022","608","JMS"
"2022","607","RWL"
"2022","607","CTD"
"2022","607","IND"
"2022","607","CPS"
"2022","606","FPR"
"2022","605","OPF"
"2022","605","OXB"
"2022","605","POF"
"2022","604","GGI"
"2022","604","MNM"
"2022","603","MQB"
"2022","602","HZR"
"2022","602","ATY"
"2022","602","DCA"
"2022","601","MUT"
"2022","601","FLO"
"2022","601","SLR"
"2022","600","FCS"
"2022","600","IRK"
"2022","600","SYN"
"2022","600","RUQ"
"2022","599","0VG"
"2022","599","MTO"
"2022","599","TRI"
"2022","598","LJF"
"2022","598","WWD"
"2022","598","TOC"
"2022","598","AWG"
"2022","597","ISP"
"2022","597","FNT"
"2022","596","EYE"
"2022","596","SGF"
"2022","595","MRJ"
"2022","595","ASE"
"2022","595","TUP"
"2022","594","DSV"
"2022","594","SDA"
"2022","594","ETH"
"2022","594","DTS"
"2022","593","EHR"
"2022","593","HVN"
"2022","592","MQI"
"2022","592","FLD"
"2022","592","MCW"
"2022","592","DBQ"
"2022","592","I75"
"2022","592","PTW"
"2022","591","AFF"
"2022","591","EMP"
"2022","591","TEB"
"2022","591","M30"
"2022","591","UKL"
"2022","591","PDK"
"2022","590","EDE"
"2022","590","BUY"
"2022","590","DAB"
"2022","589","PHL"
"2022","589","RKP"
"2022","588","SFY"
"2022","588","MIV"
"2022","588","NPA"
"2022","588","LWC"
"2022","588","HRO"
"2022","588","DFI"
"2022","587","LSE"
"2022","587","VLL"
"2022","587","CMI"
"2022","586","FCM"
"2022","586","HGR"
"2022","586","MHT"
"2022","585","EKQ"
"2022","585","SHR"
"2022","585","LGU"
"2022","585","PIN"
"2022","585","MLD"
"2022","584","CPK"
"2022","584","BMI"
"2022","584","HBI"
"2022","584","CMH"
"2022","584","ROA"
"2022","584","TVL"
"2022","583","JNX"
"2022","583","7L2"
"2022","582","LBE"
"2022","582","ULM"
"2022","582","ANB"
"2022","581","ICL"
"2022","581","SFF"
"2022","581","GCD"
"2022","581","SHL"
"2022","580","AHN"
"2022","580","GWO"
"2022","580","RBW"
"2022","580","65S"
"2022","580","ROG"
"2022","580","CUB"
"2022","580","ASD"
"2022","579","JSV"
"2022","579","ITH"
"2022","579","HSB"
"2022","579","TEX"
"2022","578","PCZ"
"2022","578","DEC"
"2022","578","FDW"
"2022","577","MSY"
"2022","577","HRJ"
"2022","575","PVG"
"2022","575","MSP"
"2022","575","HFJ"
"2022","575","HEF"
"2022","575","DNN"
"2022","574","MEI"
"2022","574","MOT"
"2022","574","AAF"
"2022","574","RUE"
"2022","573","BAB"
"2022","573","RAS"
"2022","573","CAG"
"2022","573","PNE"
"2022","573","LVN"
"2022","572","TTN"
"2022","571","3A1"
"2022","571","OGB"
"2022","571","FSW"
"2022","571","HNZ"
"2022","571","HSV"
"2022","570","SAV"
"2022","570","NCA"
"2022","570","ICR"
"2022","570","BIS"
"2022","570","PRO"
"2022","570","LWM"
"2022","570","ILM"
"2022","569","MKO"
"2022","569","LYV"
"2022","569","HPN"
"2022","569","OTG"
"2022","569","TLH"
"2022","569","SRB"
"2022","568","OCW"
"2022","567","VPZ"
"2022","567","DCU"
"2022","567","BLM"
"2022","567","GLS"
"2022","566","STL"
"2022","566","SFQ"
"2022","566","JBR"
"2022","565","MML"
"2022","565","BDR"
"2022","565","CID"
"2022","565","EQY"
"2022","564","CNI"
"2022","564","DIK"
"2022","564","INT"
"2022","563","DVK"
"2022","563","AMW"
"2022","563","BNO"
"2022","563","PAH"
"2022","563","BOS"
"2022","562","EVV"
"2022","562","DAN"
"2022","562","ARM"
"2022","562","CDN"
"2022","561","MHS"
"2022","561","JEF"
"2022","560","DHS"
"2022","560","BFU"
"2022","560","GPT"
"2022","560","GCC"
"2022","560","HSA"
"2022","559","TBR"
"2022","559","AID"
"2022","558","SGE"
"2022","558","EMM"
"2022","558","SHC"
"2022","558","SAR"
"2022","556","LRJ"
"2022","556","DNL"
"2022","555","MEM"
"2022","555","SMX"
"2022","554","NRB"
"2022","554","BOW"
"2022","554","NAK"
"2022","554","ENL"
"2022","554","W29"
"2022","553","BYG"
"2022","553","IDV"
"2022","552","TXK"
"2022","551","PWK"
"2022","551","JXI"
"2022","551","JYO"
"2022","551","OSA"
"2022","551","IAD"
"2022","550","EYF"
"2022","550","JVL"
"2022","550","CUH"
"2022","549","ORD"
"2022","547","MGM"
"2022","546","LWV"
"2022","546","DYA"
"2022","546","TVR"
"2022","546","NMM"
"2022","546","VKS"
"2022","546","TOP"
"2022","545","AND"
"2022","544","PIA"
"2022","543","MNE"
"2022","542","MIC"
"2022","541","CHS"
"2022","541","TRK"
"2022","541","ACQ"
"2022","541","SOW"
"2022","540","CBF"
"2022","540","SFB"
"2022","540","GSO"
"2022","540","AXH"
"2022","539","DYL"
"2022","539","MKT"
"2022","539","DWH"
"2022","539","ORL"
"2022","539","PIL"
"2022","538","MQY"
"2022","538","BNA"
"2022","538","3J7"
"2022","538","SRR"
"2022","538","FYG"
"2022","537","MLJ"
"2022","537","MWC"
"2022","537","FRG"
"2022","536","ZPH"
"2022","536","SLO"
"2022","536","HJO"
"2022","535","LFK"
"2022","535","HEI"
"2022","535","BPK"
"2022","535","Y22"
"2022","535","MCN"
"2022","535","BPP"
"2022","535","RWF"
"2022","535","EWR"
"2022","535","SUU"
"2022","535","RCM"
"2022","534","LGA"
"2022","534","LFT"
"2022","534","NTU"
"2022","534","MKS"
"2022","534","EVW"
"2022","534","NFE"
"2022","534","LLQ"
"2022","532","PMP"
"2022","532","BCT"
"2022","532","ONL"
"2022","532","HUA"
"2022","531","BRL"
"2022","531","SLG"
"2022","531","UNV"
"2022","531","VBT"
"2022","531","VER"
"2022","530","CGC"
"2022","530","OMK"
"2022","530","DKR"
"2022","530","SSI"
"2022","528","FCI"
"2022","528","BMT"
"2022","528","EST"
"2022","527","FFA"
"2022","527","DHN"
"2022","527","DBN"
"2022","527","AAA"
"2022","527","OPN"
"2022","526","BKE"
"2022","526","MWA"
"2022","525","ABY"
"2022","525","BFL"
"2022","524","BFI"
"2022","524","JSO"
"2022","524","IDP"
"2022","524","FMY"
"2022","523","MNI"
"2022","522","TSP"
"2022","522","HVS"
"2022","522","GYY"
"2022","522","GTF"
"2022","522","JFK"
"2022","522","TAN"
"2022","521","SKX"
"2022","521","PSX"
"2022","521","UES"
"2022","521","NHK"
"2022","520","OKZ"
"2022","520","HJH"
"2022","520","MCO"
"2022","520","SUT"
"2022","520","PGD"
"2022","519","SPF"
"2022","519","LBR"
"2022","519","FTY"
"2022","519","PRX"
"2022","519","ABR"
"2022","519","EKM"
"2022","518","FSD"
"2022","518","GZL"
"2022","518","OTM"
"2022","517","IOW"
"2022","516","CTB"
"2022","516","WVI"
"2022","516","PDT"
"2022","514","AYS"
"2022","514","FSM"
"2022","514","IDA"
"2022","514","LWT"
"2022","514","CSQ"
"2022","514","MNZ"
"2022","514","3HT"
"2022","513","CQF"
"2022","513","CWA"
"2022","513","AAT"
"2022","513","STJ"
"2022","513","MEB"
"2022","513","CAE"
"2022","513","BNL"
"2022","512","COE"
"2022","512","ANW"
"2022","511","E33"
"2022","511","MAO"
"2022","511","CPW"
"2022","511","PSO"
"2022","508","VCT"
"2022","508","0J4"
"2022","508","RDK"
"2022","508","RCE"
"2022","508","OWB"
"2022","508","MLC"
"2022","507","MIW"
"2022","507","RKR"
"2022","507","BKD"
"2022","507","UTA"
"2022","507","MRY"
"2022","507","9A1"
"2022","507","LZU"
"2022","505","ACJ"
"2022","504","UIN"
"2022","504","OEO"
"2022","503","IMM"
"2022","503","OCF"
"2022","503","SBO"
"2022","503","RSW"
"2022","502","U78"
"2022","502","MCI"
"2022","502","JAX"
"2022","502","AFO"
"2022","501","MLI"
"2022","501","WDR"
"2022","501","BTM"
"2022","500","PBF"
"2022","499","GIF"
"2022","499","BHK"
"2022","499","RIC"
"2022","499","EOE"
"2022","498","JES"
"2022","498","1F0"
"2022","498","SOP"
"2022","497","JYR"
"2022","497","MYP"
"2022","497","ANK"
"2022","497","BBP"
"2022","496","NBC"
"2022","496","W43"
"2022","496","UCY"
"2022","496","IKA"
"2022","495","TVI"
"2022","494","NBT"
"2022","494","C75"
"2022","494","BHM"
"2022","494","MRH"
"2022","494","SRE"
"2022","494","SNL"
"2022","494","BVS"
"2022","493","LIT"
"2022","493","ELD"
"2022","493","AHQ"
"2022","493","CQW"
"2022","493","MNH"
"2022","492","HEZ"
"2022","492","MTR"
"2022","492","FHR"
"2022","491","RNM"
"2022","490","EEO"
"2022","490","FOD"
"2022","490","RYY"
"2022","490","DSM"
"2022","490","HWO"
"2022","489","VRB"
"2022","488","JLN"
"2022","487","CSG"
"2022","487","ATL"
"2022","487","DMO"
"2022","487","OKM"
"2022","487","CLT"
"2022","486","LEE"
"2022","486","DQH"
"2022","486","BIL"
"2022","486","VVG"
"2022","486","LOT"
"2022","485","MAI"
"2022","485","PKV"
"2022","483","BTR"
"2022","483","BYH"
"2022","483","DYR"
"2022","483","L38"
"2022","483","HKA"
"2022","482","AUO"
"2022","482","PIH"
"2022","480","GCM"
"2022","479","GVT"
"2022","478","BTA"
"2022","478","JYL"
"2022","476","S14"
"2022","476","COU"
"2022","476","RXE"
"2022","475","AIA"
"2022","475","HDN"
"2022","475","FLY"
"2022","474","FXE"
"2022","473","BRO"
"2022","473","LWD"
"2022","472","CUT"
"2022","472","TQH"
"2022","472","I16"
"2022","472","BDN"
"2022","472","GGW"
"2022","471","3R7"
"2022","470","FMM"
"2022","469","DPG"
"2022","469","U42"
"2022","469","GYB"
"2022","469","DUC"
"2022","469","MHV"
"2022","469","SLC"
"2022","468","MLB"
"2022","468","APC"
